2026-08-06T17:10:07.472542Z | LINK | writer address 127.0.0.1:45016 read back from config safe_speed.link.host
2026-08-06T17:10:09.294638Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.344372Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.394454Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.444442Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.494394Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.544543Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.594443Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.644569Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.694421Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.744484Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.794447Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.844498Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.894412Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.944422Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:09.994402Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.044440Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.094387Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.144495Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.194453Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.244527Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.294489Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.344418Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.394379Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.444482Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.494474Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.544488Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.594447Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.644408Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.694516Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.744442Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.794435Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.844444Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.894411Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.944695Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:10.994329Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.044453Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.094451Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.194479Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.244475Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.294429Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.344641Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.394349Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.444324Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.494452Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.544415Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.594359Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.644460Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.694443Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.744570Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.794424Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.844421Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.894485Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.944479Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:11.994539Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.044394Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.094459Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.144515Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.194687Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.244418Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.294423Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.344507Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.394426Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.444354Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.494530Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.544449Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.594404Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.644438Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.694351Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.744674Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.794437Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.844455Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.894408Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.944531Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:12.994468Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.044465Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.094385Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.144476Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.194366Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.244457Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.294443Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.344405Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.394431Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.444461Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.494379Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.544509Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.594456Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.644527Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.694466Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.744496Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.794380Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.844536Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.894556Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.944461Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:13.994576Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.044492Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.094433Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.144410Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.194409Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.244453Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.294474Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.344482Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.394377Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.444473Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.494653Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.544371Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.594523Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.644446Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.694406Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.744502Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.794420Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.844508Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.894445Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.944520Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:14.994548Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.044445Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.094442Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.144492Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.194399Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.244412Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.294514Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.344338Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.394511Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.444506Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.494554Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.544394Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.594419Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.644579Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.694424Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.744543Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.794493Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.844520Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.894710Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.944406Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:15.994582Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:16.044421Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:16.094390Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:16.144433Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:16.194451Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:16.244330Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:16.294540Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:16.344638Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:16.394404Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:16.444452Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:16.494425Z | REFUSED | channel A: reading nan m/s is non-finite and was NOT SCALED and NOT SENT. The sequence freezes and the channel reads as missing, which is a demand
2026-08-06T17:10:16.544476Z | SILENT | a: sending again after 9.000 s of silence (180 ticks)
2026-08-06T17:10:23.644688Z | SILENT | channel A: no fresh reading, so NO LINE is sent. The writer freezes SpeedSeqA and the F-program reads the channel as missing - a demand, never a zero and never the last value
2026-08-06T17:10:24.194546Z | LINK | down (peer closed the connection (EOF) - either the listener refused this as a second speed-source client, or the writer stopped. This end cannot tell those apart; the writer session log can). Both freshness sequences stop advancing at the writer within one of its cycles, and the F-program reads both channels as missing - a demand, not a zero
2026-08-06T17:10:24.212585Z | EXIT | link attempts 1, connections 1, drops 1; sent SPD A 141, SPD B 0, MOT 0, PING 16; refused non-finite 151, out-of-range 0; silent ticks A 193, B 334, MOT 334; discarded stale A 0, B 0, MOT 0
